DATE,TIME,HOME TEAM,AWAY TEAM,HOME PER,DRAW PER,AWAY PER,1X PER,12 PER,X2 PER,OVER 1.5,UNDER 2.5,OVER 2.5,BTS,OTS,NAME
2026-07-25,12:30,Dongguan United,Wuxi Wugou,24,27,49,51,73,76,75,46,54,60,40,BCL
2026-07-25,12:30,Hebei Kungfu,Nantong Zhiyun,22,26,52,48,74,78,55,67,33,40,60,BCL
2026-07-25,10:30,Dalian Kewei,Dalian Yingbo B,56,30,14,86,70,44,49,72,28,34,66,BCL
2026-07-25,12:00,Guangzhou Dandelion,Yichun Grand Tiger,44,31,25,75,69,56,55,69,31,40,60,BCL
2026-07-25,12:00,Shandong Taishan II,Changchun Xidu,70,22,8,92,78,30,51,58,42,36,64,BCL
2026-07-25,12:30,Guizhou Zhucheng,Shangyu Pterosaur,71,23,6,94,77,29,48,61,39,33,67,BCL
2026-07-25,12:30,Jiangxi Liansheng,Shenzhen 2028,32,36,32,68,64,68,58,66,34,43,57,BCL
2026-07-25,12:30,Rizhao Yuqi,Shanghai Second,44,33,23,77,67,56,51,72,28,36,64,BCL
2026-07-25,00:10,Llaneros,Deportivo Pereira,61,26,13,87,74,39,54,61,39,39,61,BCL
2026-07-25,02:15,Deportivo Cali,Jaguares de Cordoba,66,24,10,90,76,34,52,60,40,37,63,BCL
2026-07-25,22:00,Boyaca Chico,Atletico Nacional,14,24,62,38,76,86,58,55,45,43,57,BCL
2026-07-25,22:05,Independiente Medellin,Deportivo Pasto,58,25,17,83,75,42,58,57,43,43,57,BCL
2026-07-25,22:00,Bogota FC,Union Magdalena,24,27,49,51,73,76,53,60,40,38,62,BCL
2026-07-25,03:00,Deportivo Saprissa,Municipal Perez Zeledon,79,16,5,95,84,21,60,37,63,45,55,BCL
2026-07-25,09:15,FC Vratimov,MFK Havirov,25,18,57,43,82,75,84,31,69,69,31,BCL
2026-07-25,09:15,TJ Tatran Bohunice,CSK Uhersky Brod,20,23,57,43,77,80,68,48,52,53,47,BCL
2026-07-25,09:30,Sparta Brno,SFK Vrchovina,24,17,59,41,83,76,81,31,69,66,34,BCL
2026-07-25,09:30,FK Blansko,FC Spartak Velka Bites,59,17,24,76,83,41,81,31,69,66,34,BCL
2026-07-25,13:00,Bridlicna,Hlucin,31,25,44,56,75,69,72,49,51,57,43,BCL
2026-07-25,16:00,Sternberk,Jiskra Rymarov,29,17,54,46,83,71,84,31,69,69,31,BCL
2026-07-25,16:00,TJ Sokol Lanzhot,Bystrc Knínicky,64,19,17,83,81,36,76,35,65,61,39,BCL
2026-07-25,16:00,SK Stonava,Polanka,29,21,50,50,79,71,81,37,63,66,34,BCL
2026-07-25,16:00,Viktoria Plzen,Slovan Liberec,66,20,14,86,80,34,70,42,58,55,45,BCL
2026-07-25,16:00,FK Teplice,Bohemians 1905,41,27,32,68,73,59,70,43,57,55,45,BCL
2026-07-25,16:00,FC Zlin,Banik Ostrava,28,26,46,54,74,72,68,43,57,53,47,BCL
2026-07-25,19:00,FC Brno,Sparta Prague,17,21,62,38,79,83,72,42,58,57,43,BCL
2026-07-25,17:00,AGF Aarhus,Brondby,45,23,32,68,77,55,76,42,58,61,39,BCL
2026-07-25,13:00,Hvidovre IF,Vendsyssel FF,55,24,21,79,76,45,76,42,58,61,39,BCL
2026-07-25,14:00,Esbjerg,Kolding IF,48,25,27,73,75,52,80,40,60,65,35,BCL
2026-07-25,15:00,FC Fredericia,HB Køge,65,20,15,85,80,35,72,40,60,57,43,BCL
2026-07-25,01:00,LDU Portoviejo,Santo Domingo,46,29,25,75,71,54,68,39,61,53,47,BCL
2026-07-25,19:30,9 de Octubre,22 de Julio,71,18,11,89,82,29,68,46,54,53,47,BCL
2026-07-25,11:00,Lens,Charleroi,73,16,11,89,84,27,54,60,40,39,61,BCL
2026-07-25,14:00,Kickers Offenbach,Bayer Leverkusen,5,6,89,11,94,95,77,8,92,62,38,BCL
2026-07-25,14:30,Wehen SV,Bayern Munich,11,13,76,24,87,89,77,15,85,62,38,BCL
2026-07-25,15:00,Celtic,AC Milan,28,38,34,66,62,72,81,35,65,66,34,BCL
2026-07-25,15:00,Bromley,Crystal Palace,9,16,75,25,84,91,74,31,69,59,41,BCL
2026-07-25,16:00,Wolverhampton,Real Sociedad,48,23,29,71,77,52,76,41,59,61,39,BCL
2026-07-25,16:30,Konyaspor,Hull,34,22,44,56,78,66,80,38,62,65,35,BCL
2026-07-25,17:00,PSV,Villarreal,50,20,30,70,80,50,91,23,77,76,24,BCL
2026-07-25,17:00,Rennes,Club Brugge,51,21,28,72,79,49,81,34,66,66,34,BCL
2026-07-25,18:00,Valladolid,Getafe,17,21,62,38,79,83,76,38,62,61,39,BCL
2026-07-25,19:00,FC Porto,Aston Villa,51,22,27,73,78,49,78,39,61,63,37,BCL
2026-07-25,19:30,Sporting,Monaco,63,19,18,82,81,37,81,29,71,66,34,BCL
2026-07-25,23:00,Liverpool,Sunderland,66,17,17,83,83,34,72,37,63,57,43,BCL
2026-07-25,17:00,Nõmme Kalju II,Flora II,27,19,54,46,81,73,53,64,36,38,62,BCL
2026-07-25,14:30,IFK Mariehamn,AC Oulu,15,21,64,36,79,85,72,41,59,57,43,BCL
2026-07-25,15:00,KuPS Kuopio,VPS Vaasa,52,25,23,77,75,48,76,42,58,61,39,BCL
2026-07-25,14:00,RoPS,JJK,54,22,24,76,78,46,86,29,71,71,29,BCL
2026-07-25,14:00,SalPa,PK Keski-Uusimaa,63,19,18,82,81,37,86,27,73,71,29,BCL
2026-07-25,13:00,Haka,KäPa,71,18,11,89,82,29,74,34,66,59,41,BCL
2026-07-25,14:00,JäPS,Klubi-04,48,24,28,72,76,52,78,39,61,63,37,BCL
2026-07-25,14:00,MP,Kooteepee,15,20,65,35,80,85,70,42,58,55,45,BCL
2026-07-25,14:00,SJK Akatemia,EIF,29,36,35,65,64,71,76,43,57,61,39,BCL
2026-07-25,16:00,PK-35,JIPPO,32,35,33,67,65,68,58,63,37,43,57,BCL
2026-07-25,01:00,Antigua GFC,Marquense,73,17,10,90,83,27,57,60,40,42,58,BCL
2026-07-25,03:00,Municipal,Mixco,71,19,10,90,81,29,68,45,55,53,47,BCL
2026-07-25,20:00,Deportivo San Pedro,Xelajú,16,24,60,40,76,84,58,59,41,43,57,BCL
2026-07-25,22:00,Aurora,Guastatoya,46,28,26,74,72,54,59,62,38,44,56,BCL
2026-07-25,16:00,Kisvarda FC,Kispest Honved,44,24,32,68,76,56,72,48,52,57,43,BCL
2026-07-25,18:00,Ajka,Kecskeméti TE,24,26,50,50,74,76,70,42,58,55,45,BCL
2026-07-25,18:00,BVSC,Kazincbarcikai,29,26,45,55,74,71,73,45,55,58,42,BCL
2026-07-25,18:00,Tiszakecske FC,Szeged 2011,42,27,31,69,73,58,69,40,60,54,46,BCL
2026-07-25,18:00,Fehérvár FC,Kozarmisleny FC,51,25,24,76,75,49,54,54,46,39,61,BCL
2026-07-25,15:00,IR Reykjavik,Fylkir,23,22,55,45,78,77,84,29,71,69,31,BCL
2026-07-25,15:00,Fjardabyggd / Leiknir,Thróttur Vogar,61,19,20,80,81,39,91,20,80,76,24,BCL
2026-07-25,17:00,Dalvík / Reynir,Vikingur Olafsiik,51,22,27,73,78,49,86,30,70,71,29,BCL
2026-07-25,18:00,Kormákur / Hvöt,Selfoss,26,39,35,65,61,74,90,25,75,75,25,BCL
2026-07-25,13:00,Atmosfera,Hegelmann II,76,16,8,92,84,24,68,12,88,53,47,BCL
2026-07-25,15:00,Neptūną Klaipėda,FA Šiauliai II,75,15,10,90,85,25,68,12,88,53,47,BCL
2026-07-25,16:00,Babrungas,Ekranas,71,20,9,91,80,29,68,12,88,53,47,BCL
2026-07-25,17:00,Jonava,Garliava,28,23,49,51,77,72,78,39,61,63,37,BCL
2026-07-25,16:00,Struga,Shkëndija Haraçinë,82,13,5,95,87,18,54,33,67,39,61,BCL
2026-07-25,16:00,Vardar Skopje,Bregalnica Štip,84,11,5,95,89,16,55,30,70,40,60,BCL
2026-07-25,13:30,Dedza Dynamos,Nyasa Big Bullets,14,25,61,39,75,86,50,67,33,35,65,BCL
2026-07-25,02:00,Mineros de Zacatecas,Correcaminos Uat,66,20,14,86,80,34,68,39,61,53,47,BCL
2026-07-25,23:00,Tlaxcala,Leones Negros UDG,58,23,19,81,77,42,56,57,43,41,59,BCL
2026-07-25,04:00,Atlante,Club America,14,23,63,37,77,86,70,46,54,55,45,BCL
2026-07-25,04:00,Tijuana,Leon,52,24,24,76,76,48,78,40,60,63,37,BCL
2026-07-25,15:00,Kristiansund BK,IK Start,47,24,29,71,76,53,76,42,58,61,39,BCL
2026-07-25,17:00,Stromsgodset,Lyn 1896,75,14,11,89,86,25,81,23,77,66,34,BCL
2026-07-25,19:00,Haugesund,Bryne,60,19,21,79,81,40,84,29,71,69,31,BCL
2026-07-25,12:00,Bjarg,Pors Grenland,70,18,12,88,82,30,79,29,71,64,36,BCL
2026-07-25,13:00,Brattvåg,Mjondalen,49,24,27,73,76,51,81,38,62,66,34,BCL
2026-07-25,14:00,Arendal,Vidar,74,16,10,90,84,26,80,25,75,65,35,BCL
2026-07-25,14:30,Notodden,Sotra,32,24,44,56,76,68,78,42,58,63,37,BCL
2026-07-25,13:00,Hønefoss,Skeid,64,19,17,83,81,36,83,29,71,68,32,BCL
2026-07-25,13:00,Levanger,Ull/Kisa,81,12,7,93,88,19,82,18,82,67,33,BCL
2026-07-25,13:30,Grorud,Stjørdals-Blink,67,19,14,86,81,33,81,30,70,66,34,BCL
2026-07-25,14:00,Junkeren,Lørenskog,18,19,63,37,81,82,82,30,70,67,33,BCL
2026-07-25,16:00,Tromsdalen Uil,Follo,71,17,12,88,83,29,79,28,72,64,36,BCL
2026-07-25,12:00,Nordstrand,Gamle Oslo,12,15,73,27,85,88,91,14,86,76,24,BCL
2026-07-25,12:00,Ullern,Heming,25,19,56,44,81,75,93,20,80,78,22,BCL
2026-07-25,13:00,Bærum,Vålerenga II,81,12,7,93,88,19,89,11,89,74,26,BCL
2026-07-25,14:00,Hinna,Vindbjart,19,17,64,36,83,81,93,16,84,78,22,BCL
2026-07-25,14:00,Madla,Flekkerøy,26,37,37,63,63,74,93,22,78,78,22,BCL
2026-07-25,14:00,Mandalskameratene,Staal Jørpeland,60,18,22,78,82,40,96,14,86,81,19,BCL
2026-07-25,15:00,Stabæk II,Viking II,26,17,57,43,83,74,99,12,88,84,16,BCL
2026-07-25,14:00,Raelingen,Lillehammer,16,17,67,33,83,84,90,20,80,75,25,BCL
2026-07-25,14:00,Gjøvik-Lyn,Råde,45,22,33,67,78,55,84,33,67,69,31,BCL
2026-07-25,02:30,CD Arabe Unido,Plaza Amador,22,26,52,48,74,78,53,60,40,38,62,BCL
2026-07-25,20:00,Deportivo Recoleta,Sportivo San Lorenzo,55,25,20,80,75,45,68,43,57,53,47,BCL
2026-07-25,22:30,Sportivo Ameliano,Nacional Asuncion,29,28,43,57,72,71,54,66,34,39,61,BCL
2026-07-25,14:00,Tacuary,SOL DE America,30,27,43,57,73,70,69,40,60,54,46,BCL
2026-07-25,02:30,Universitario de Deportes,Cusco FC,72,20,8,92,80,28,60,41,59,45,55,BCL
2026-07-25,19:00,Sport Huancayo,Atletico Grau,60,23,17,83,77,40,60,55,45,45,55,BCL
2026-07-25,21:15,Juan Pablo II College,Cienciano,28,36,36,64,64,72,81,37,63,66,34,BCL
2026-07-25,23:30,Sport Boys,AD Tarma,55,26,19,81,74,45,70,48,52,55,45,BCL
2026-07-25,21:00,Cesar Vallejo,Union Comercio,33,34,33,67,66,67,58,65,35,43,57,BCL
2026-07-25,13:45,Jagiellonia Bialystok,Korona Kielce,54,26,20,80,74,46,70,49,51,55,45,BCL
2026-07-25,16:30,Gornik Zabrze,Slask Wroclaw,57,24,19,81,76,43,70,46,54,55,45,BCL
2026-07-25,19:15,Lech Poznan,Cracovia Krakow,66,22,12,88,78,34,70,42,58,55,45,BCL
2026-07-25,14:30,Stal Rzeszow,Chrobry Glogow,31,23,46,54,77,69,78,38,62,63,37,BCL
2026-07-25,14:30,Pogon Siedlce,LKS Lodz,21,24,55,45,76,79,72,45,55,57,43,BCL
2026-07-25,14:30,Lechia Gdansk,Pogon Grodzisk Mazowiecki,34,23,43,57,77,66,76,43,57,61,39,BCL
2026-07-25,10:15,Podhale Nowy Targ,Śląsk Wrocław II,66,20,14,86,80,34,77,36,64,62,38,BCL
2026-07-25,12:00,Legia Warszawa II,Stal Stalowa Wola,52,23,25,75,77,48,79,39,61,64,36,BCL
2026-07-25,17:00,Świt Skolwin,Górnik Łęczna,27,38,35,65,62,73,81,38,62,66,34,BCL
2026-07-25,18:00,Zawisza Bydgoszcz,Sokół Kleczew,60,22,18,82,78,40,84,30,70,69,31,BCL
2026-07-25,18:10,Sandecja Nowy Sącz,Hutnik Kraków,50,24,26,74,76,50,75,44,56,60,40,BCL
2026-07-25,19:00,Lechia Zielona Góra,Rekord Bielsko-Biała,44,25,31,69,75,56,78,42,58,63,37,BCL
2026-07-25,17:00,Galway United,Waterford FC,54,24,22,78,76,46,81,35,65,66,34,BCL
2026-07-25,19:45,Sligo Rovers,Drogheda United,33,26,41,59,74,67,74,46,54,59,41,BCL
2026-07-25,19:30,Longford Town,Wexford,30,36,34,66,64,70,74,45,55,59,41,BCL
2026-07-25,15:30,Farul Constanta,CS Corvinul Hunedoara,50,26,24,76,74,50,60,57,43,45,55,BCL
2026-07-25,17:30,Dinamo Bucharest,CS U Craiova,32,34,34,66,66,68,68,58,42,53,47,BCL
2026-07-25,12:00,Dynamo,Krylia Sovetov,67,20,13,87,80,33,69,43,57,54,46,BCL
2026-07-25,14:15,Akron,Zenit,11,18,71,29,82,89,69,40,60,54,46,BCL
2026-07-25,16:30,Fakel,Dinamo Makhachkala,38,31,31,69,69,62,56,66,34,41,59,BCL
2026-07-25,18:45,Spartak Moscow,Rodina Moskva,76,15,9,91,85,24,71,30,70,56,44,BCL
2026-07-25,14:00,Volga Ulyanovsk,FK Neftekhimik,48,29,23,77,71,52,59,60,40,44,56,BCL
2026-07-25,15:00,Chelyabinsk,Nizhny Novgorod,27,28,45,55,72,73,70,44,56,55,45,BCL
2026-07-25,17:00,Tekstilshchik,Spartak Kostroma,22,26,52,48,74,78,71,48,52,56,44,BCL
2026-07-25,15:00,Stenhousemuir,Livingston,18,17,65,35,83,82,72,40,60,57,43,BCL
2026-07-25,15:00,Aberdeen,Kelty Hearts,85,10,5,95,90,15,60,23,77,45,55,BCL
2026-07-25,15:00,Queens Park,Queen of South,52,22,26,74,78,48,76,42,58,61,39,BCL
2026-07-25,15:00,Airdrieonians,Ross County,22,17,61,39,83,78,76,37,63,61,39,BCL
2026-07-25,15:00,Arbroath,Stirling,65,19,16,84,81,35,74,37,63,59,41,BCL
2026-07-25,15:00,Ayr,Alloa,69,19,12,88,81,31,76,35,65,61,39,BCL
2026-07-25,15:00,Dumbarton,Cove Rangers,30,22,48,52,78,70,81,35,65,66,34,BCL
2026-07-25,15:00,Dundee,Clyde,86,9,5,95,91,14,54,27,73,39,61,BCL
2026-07-25,15:00,Falkirk,Stranraer,85,10,5,95,90,15,57,27,73,42,58,BCL
2026-07-25,15:00,Forfar,Brechin,46,23,31,69,77,54,80,39,61,65,35,BCL
2026-07-25,15:00,Hamilton,Elgin,84,11,5,95,89,16,54,31,69,39,61,BCL
2026-07-25,15:00,Montrose,Spartans FC,79,16,5,95,84,21,58,37,63,43,57,BCL
2026-07-25,15:00,Morton,Inverness CT,19,18,63,37,82,81,76,35,65,61,39,BCL
2026-07-25,15:00,Peterhead,Kilmarnock,10,15,75,25,85,90,60,39,61,45,55,BCL
2026-07-25,15:00,St Johnstone,East Fife,84,11,5,95,89,16,60,29,71,45,55,BCL
2026-07-25,16:30,Radnicki NIS,Cukaricki,45,25,30,70,75,55,70,46,54,55,45,BCL
2026-07-25,19:00,IMT Novi Beograd,Zemun,59,23,18,82,77,41,56,57,43,41,59,BCL
2026-07-25,19:00,OFK Beograd,Radnik Surdulica,46,25,29,71,75,54,72,46,54,57,43,BCL
2026-07-25,17:00,AS Trencin,Komárno,43,27,30,70,73,57,74,46,54,59,41,BCL
2026-07-25,17:00,Spartak Trnava,Skalica,63,24,13,87,76,37,56,57,43,41,59,BCL
2026-07-25,19:30,Podbrezová,Zemplín Michalovce,57,23,20,80,77,43,84,31,69,69,31,BCL
2026-07-25,15:00,Humenné,Tatran Prešov,30,23,47,53,77,70,53,64,36,38,62,BCL
2026-07-25,16:00,Galanta,Lokomotíva Zvolen,31,23,46,54,77,69,68,43,57,53,47,BCL
2026-07-25,16:00,Baník Lehota p.Vtáčnikom,Pohronie,30,36,34,66,64,70,68,43,57,53,47,BCL
2026-07-25,16:00,MFK Bytča,Liptovský Mikuláš,22,21,57,43,79,78,68,46,54,53,47,BCL
2026-07-25,16:00,Považská Bystrica,Inter Bratislava,48,25,27,73,75,52,68,46,54,53,47,BCL
2026-07-25,17:00,Aluminij,Celje,15,17,68,32,83,85,83,25,75,68,32,BCL
2026-07-25,17:00,Mura,Olimpija Ljubljana,25,25,50,50,75,75,74,46,54,59,41,BCL
2026-07-25,19:15,Maribor,Brinje-Grosuplje,74,17,9,91,83,26,57,40,60,42,58,BCL
2026-07-25,11:30,Gimcheon Sangmu FC,Daejeon Hana Citizen,32,26,42,58,74,68,72,48,52,57,43,BCL
2026-07-25,11:30,Pohang Steelers,Jeonbuk Motors,28,28,44,56,72,72,58,62,38,43,57,BCL
2026-07-25,11:30,Hwaseong FC,Chungnam Asan FC,47,26,27,73,74,53,68,43,57,53,47,BCL
2026-07-25,11:30,Busan I Park,Suwon Bluewings,27,26,47,53,74,73,74,48,52,59,41,BCL
2026-07-25,11:30,Daegu FC,Suwon FC,55,22,23,77,78,45,84,33,67,69,31,BCL
2026-07-25,11:30,Jeonnam Dragons,Gyeongnam FC,30,36,34,66,64,70,72,49,51,57,43,BCL
2026-07-25,09:00,Gyeongju HNP,Siheung Citizen,31,27,42,58,73,69,70,40,60,55,45,BCL
2026-07-25,10:00,Pocheon,Daejeon Korail,47,27,26,74,73,53,70,41,59,55,45,BCL
2026-07-25,11:00,Dangjin Citizen,Mokpo City,54,25,21,79,75,46,72,46,54,57,43,BCL
2026-07-25,11:00,Gangneung City,Yeoju Sejong,43,28,29,71,72,57,53,62,38,38,62,BCL
2026-07-25,14:00,Degerfors,Djurgarden,18,21,61,39,79,82,73,43,57,58,42,BCL
2026-07-25,16:30,Kalmar FF,Mjällby AIF,44,26,30,70,74,56,74,46,54,59,41,BCL
2026-07-25,14:00,IFK Varnamo,IK Brage,47,24,29,71,76,53,80,38,62,65,35,BCL
2026-07-25,17:00,Servette,Basel,43,25,32,68,75,57,86,33,67,71,29,BCL
2026-07-25,17:00,FC Lausanne-Sport,Grasshoppers,55,22,23,77,78,45,78,38,62,63,37,BCL
2026-07-25,19:30,Lucerne,FC Thun,53,23,24,76,77,47,86,31,69,71,29,BCL
2026-07-25,19:00,Central Espanol,Cerro Largo,42,28,30,70,72,58,56,65,35,41,59,BCL
2026-07-25,19:00,Defensor Sporting,Liverpool Montevideo,42,27,31,69,73,58,56,65,35,41,59,BCL
2026-07-25,23:30,NY Red Bulls,Charlotte FC,46,25,29,71,75,54,84,35,65,69,31,BCL
2026-07-25,01:00,Birmingham Legion,New Mexico United,51,24,25,75,76,49,76,43,57,61,39,BCL
2026-07-25,15:00,Respublika FA,Jayxun,67,22,11,89,78,33,69,44,56,54,46,BCL
